,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,INCOME_AMT,ASK_AMT,IS_SUCCESSFUL
22037,Other,T3,Independent,Other,Preservation,Trust,1-99999,44755,0
22038,Other,Other,Independent,C1000,ProductDev,Trust,0,5000,1
22039,Other,T3,Independent,Other,Preservation,Trust,100000-499999,364102,1
22040,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22041,Other,T3,Independent,C1000,Preservation,Trust,1-99999,7842,1
22042,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22043,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
22044,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22045,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22046,Other,T3,Independent,Other,Preservation,Trust,100000-499999,162714,1
22047,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22048,Other,T3,Independent,C2000,Preservation,Trust,1M+,7015128,0
22049,Other,T3,Independent,C2000,Preservation,Trust,1-99999,58799,1
22050,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
22051,Other,T4,CompanySponsored,C1000,ProductDev,Association,0,5000,0
22052,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22053,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
22054,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22055,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,135924,0
22056,Other,T3,Independent,C1200,Preservation,Trust,0,5000,0
22057,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22058,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
22059,KNIGHTS OF COLUMBUS,Other,Independent,C1000,Preservation,Association,0,5000,0
22060,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
22061,MOMS CLUB,T3,CompanySponsored,C2100,CommunityServ,Association,0,5000,0
22062,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22063,CALIFORNIA GARDEN CLUBS INC,T3,CompanySponsored,C1200,CommunityServ,Trust,0,5000,0
22064,BETA BETA BETA BIOLOGICAL SOCIETY,T3,CompanySponsored,Other,Preservation,Association,0,5000,0
22065,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
22066,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
22067,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
22068,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22069,Other,Other,Independent,C1000,ProductDev,Association,0,5000,1
22070,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22071,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
22072,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
22073,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
22074,Other,T3,Independent,C1000,Preservation,Trust,1-99999,60982,1
22075,MOMS CLUB,T3,CompanySponsored,C2100,Preservation,Association,0,5000,0
22076,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22077,AMERICAN LEGION AUXILIARY,T19,Independent,C1000,ProductDev,Trust,0,5000,0
22078,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22079,Other,T19,Independent,C1000,ProductDev,Association,0,5000,1
22080,Other,T3,Independent,C1000,Preservation,Trust,1-99999,318951,1
22081,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
22082,Other,T3,Independent,C1000,Preservation,Trust,1-99999,5000,1
22083,Other,T5,Independent,C3000,ProductDev,Trust,0,5000,0
22084,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,505379,0
22085,INTERNATIONAL ASSOCIATION OF SHEET METAL AIR RAIL & TRANSPORTATION,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
22086,INTERNATIONAL ASSOCIATION OF SHEET METAL AIR RAIL & TRANSPORTATION,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
22087,INTERNATIONAL ASSOCIATION OF SHEET METAL AIR RAIL & TRANSPORTATION,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
22088,INTERNATIONAL ASSOCIATION OF SHEET METAL AIR RAIL & TRANSPORTATION,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
22089,KIWANIS INTERNATIONAL INC,T4,Independent,C3000,ProductDev,Trust,0,5000,0
22090,Other,T3,Independent,C1000,Preservation,Association,0,5000,0
22091,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,T3,CompanySponsored,C1200,Preservation,Trust,100000-499999,935696,0
22092,ROTARY INTERNATIONAL,T4,CompanySponsored,C3000,Preservation,Co-operative,100000-499999,126523,0
22093,UNITED STATES POWER SQUADRONS,T3,CompanySponsored,C2000,Preservation,Association,100000-499999,199127,1
22094,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
22095,GENERAL FEDERATION OF WOMENS CLUB,T3,CompanySponsored,C1000,Preservation,Trust,1-99999,506140,0
22096,Other,T5,Independent,C1000,ProductDev,Co-operative,0,5000,1
22097,KNIGHTS OF COLUMBUS,Other,CompanySponsored,C1000,Preservation,Association,0,5000,1
22098,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
22099,UNITED STEELWORKERS,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
22100,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
22101,Other,T6,Independent,C2000,ProductDev,Trust,100000-499999,559201,0
22102,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
22103,INTERNATIONAL ASSOCIATION OF LIONS CLUB,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
22104,UNITED STEELWORKERS,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
22105,KIWANIS INTERNATIONAL INC,T4,CompanySponsored,Other,ProductDev,Trust,1-99999,7192,0
22106,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
22107,UNITED STATES POWER SQUADRONS,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
22108,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN INC,T3,Independent,C1200,Preservation,Trust,0,5000,0
22109,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
22110,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
22111,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,T3,CompanySponsored,C1200,Preservation,Association,1-99999,173892,1
22112,AIR FORCE ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
22113,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
22114,SOROPTIMIST INTERNATIONAL OF THE AMERICAS,T3,CompanySponsored,C1000,Preservation,Association,1-99999,78583,0
22115,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
22116,Other,T4,Independent,C2000,ProductDev,Trust,1-99999,246081,0
22117,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
22118,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
22119,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
22120,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
22121,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
22122,SIGMA THETA TAU INC,T3,Independent,C1000,Preservation,Trust,0,5000,0
22123,SWEET ADELINES INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,1-99999,5665,0
22124,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,T3,CompanySponsored,C1200,Preservation,Trust,1-99999,55146,0
22125,Other,T19,Independent,C1000,Preservation,Association,0,5000,0
22126,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
22127,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,T4,CompanySponsored,C3000,ProductDev,Association,1-99999,228985,1
22128,SOCIETY FOR PRESERVATION & ENCOURMT OF BARBERSHOP QUARTET SINGING AMER,T3,CompanySponsored,C1200,Preservation,Association,100000-499999,61655,1
22129,Other,T5,CompanySponsored,C3000,ProductDev,Association,0,5000,1
22130,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,T5,CompanySponsored,C3000,ProductDev,Association,100000-499999,60355,1
22131,PHI BETA PSI SORORITY,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
22132,AIR FORCE ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
22133,ZETA PHI BETA SORORITY INC,Other,Independent,C1000,ProductDev,Trust,0,5000,0
22134,ZETA PHI BETA SORORITY INC,Other,Independent,C1000,ProductDev,Trust,0,5000,0
22135,Other,Other,Independent,C1000,ProductDev,Trust,0,5000,0
22136,TOASTMASTERS INTERNATIONAL,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
22137,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
22138,NATIONAL COUNCIL OF JEWISH WOMEN INCORPORATED,T3,CompanySponsored,C1000,Preservation,Association,1-99999,182154,0
22139,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
22140,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,T5,CompanySponsored,C3000,ProductDev,Association,1-99999,5000,1
22141,Other,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
22142,AMERICAN CHEMICAL SOCIETY,T3,CompanySponsored,Other,Preservation,Association,100000-499999,200634,1
22143,Other,T4,Independent,C3000,ProductDev,Association,0,5000,0
22144,PHI BETA PSI SORORITY,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
22145,UNITED STATES POWER SQUADRONS,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
22146,AIR FORCE ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
22147,AMERICAN LEGION,T19,CompanySponsored,C1000,Preservation,Association,1-99999,498883,0
22148,Other,T19,Independent,C1000,Preservation,Trust,100000-499999,215104,0
22149,Other,T4,Independent,C1000,ProductDev,Trust,0,5000,1
22150,AIR FORCE ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
22151,SOROPTIMIST INTERNATIONAL OF THE AMERICAS INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,0
22152,SERTOMA INC,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,13119,0
22153,SERTOMA INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
22154,SERTOMA INC,T3,CompanySponsored,C1000,Preservation,Trust,1-99999,15583,0
22155,AMERICAN FEDERATION OF GOVERNMENT EMPLOYEES,T5,CompanySponsored,C3000,ProductDev,Association,1-99999,20844,1
22156,Other,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
22157,INTERNATIONAL ASSOCIATION OF SHEET METAL AIR RAIL & TRANSPORTATION,T5,CompanySponsored,C3000,ProductDev,Association,100000-499999,1141102,1
22158,THE UNITED STATES PONY CLUBS INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
22159,TOPS CLUB INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,0
22160,AMERICAN ASSOCIATION OF UNIVERSITY WOMEN,T4,CompanySponsored,C3000,ProductDev,Association,0,5000,0
22161,ROAD RUNNERS CLUB OF AMERICA,T3,CompanySponsored,C1000,Preservation,Association,1-99999,5000,1
22162,LITTLE LEAGUE BASEBALL INC,T3,CompanySponsored,C1000,Preservation,Trust,1-99999,14347,0
22163,Other,T3,Independent,C1000,Preservation,Co-operative,1M+,6241256,0
22164,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
22165,Other,T3,Independent,C1000,Preservation,Co-operative,1-99999,265225,1
22166,Other,T3,Independent,C1000,Preservation,Co-operative,100000-499999,454272,0
22167,Other,Other,Independent,C1000,ProductDev,Co-operative,0,5000,1
22168,Other,Other,Independent,C1000,ProductDev,Co-operative,1-99999,29130,1
22169,Other,Other,Independent,C1000,ProductDev,Trust,1-99999,8028208,1
22170,Other,T3,Independent,C1000,Preservation,Trust,1-99999,1697699,1
22171,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
22172,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
22173,Other,T6,CompanySponsored,C2000,CommunityServ,Trust,0,5000,0
22174,Other,T6,Independent,C2000,ProductDev,Trust,1M+,3484444,0
22175,Other,T3,Independent,C1000,Preservation,Association,1-99999,28562,0
22176,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
22177,Other,T6,Independent,C2000,ProductDev,Trust,1-99999,13880,1
22178,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
22179,Other,T3,Independent,Other,Preservation,Association,0,5000,1
22180,NATIONAL SOCIETY DAUGHTERS OF COLONIAL WARS INC,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
22181,Other,T3,Independent,C1200,Preservation,Trust,0,5000,0
22182,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22183,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
22184,Other,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
22185,PENN STATE ALUMNI ASSOCIATION,T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
22186,AMERICAN COLLEGE OF HEALTHCARE EXECUTIVES,T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,1
22187,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22188,AMERICAN COLLEGE OF HEALTHCARE EXECUTIVES,T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,1
22189,Other,T3,Independent,Other,Preservation,Trust,0,5000,0
22190,NATIONAL SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION,T3,CompanySponsored,C2000,Preservation,Association,0,5000,1
22191,AMERICAN COLLEGE OF HEALTHCARE EXECUTIVES,T6,CompanySponsored,C2000,ProductDev,Trust,0,5000,1
22192,HABITAT FOR HUMANITY INTERNATIONAL INC,T3,CompanySponsored,C1000,Preservation,Trust,100000-499999,339215,0
22193,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22194,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
22195,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
22196,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
22197,LEWIS AND CLARK TRAIL HERITAGE FOUNDATION INC,T3,CompanySponsored,C1200,Preservation,Association,0,5000,1
22198,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
22199,Other,T3,Independent,C1000,Preservation,Trust,1-99999,5000,1
22200,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,1-99999,5000,0
22201,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
22202,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
22203,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
22204,Other,Other,Independent,C1000,ProductDev,Trust,0,5000,1
22205,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
22206,Other,Other,Independent,C1000,ProductDev,Co-operative,1M+,5000,0
22207,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
22208,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,46356,1
22209,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22210,UNITED STATES BOWLING CONGRESS INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,0
22211,Other,T3,Independent,C1000,Preservation,Association,0,5000,0
22212,MOMS CLUB,T3,CompanySponsored,C1000,CommunityServ,Trust,0,5000,0
22213,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
22214,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
22215,Other,T3,Independent,C1000,Preservation,Trust,100000-499999,397808,1
22216,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,CommunityServ,Trust,0,5000,0
22217,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22218,KNIGHTS OF COLUMBUS,Other,CompanySponsored,C1000,ProductDev,Association,0,5000,0
22219,Other,T3,Independent,C1200,Preservation,Trust,100000-499999,80497,0
22220,NATIONAL FEDERATION OF MUSIC CLUBS,T3,CompanySponsored,C2000,Preservation,Association,0,5000,0
22221,Other,T6,Independent,C2000,ProductDev,Trust,1-99999,218628,1
22222,Other,T4,Independent,C2000,ProductDev,Trust,1-99999,320680,0
22223,DEPARTMENT OF KANSAS LADIES AUXILIARY TO THE VFW OF THE US INC,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
22224,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22225,Other,T3,Independent,C1000,Preservation,Trust,1-99999,35316,0
22226,Other,T3,Independent,C1000,Preservation,Trust,0,5000,0
22227,AMERICAN STUDENT DENTAL ASSOCIATION,T6,CompanySponsored,C2000,ProductDev,Association,0,5000,1
22228,AMERICAN STUDENT DENTAL ASSOCIATION,T6,CompanySponsored,C2000,ProductDev,Association,0,5000,1
22229,AMERICAN STUDENT DENTAL ASSOCIATION,T6,CompanySponsored,C2000,ProductDev,Association,1-99999,42439,1
22230,AMERICAN STUDENT DENTAL ASSOCIATION,T6,CompanySponsored,C2000,ProductDev,Association,0,5000,1
22231,Other,T3,Independent,Other,Preservation,Trust,0,5000,0
22232,ASSOCIATION FOR VASCULAR ACCESS,T6,CompanySponsored,C1000,ProductDev,Association,0,5000,1
22233,MONTANA 4-H FOUNDATION INC,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,1
22234,Other,T3,Independent,C2000,Preservation,Trust,0,5000,0
22235,DEPARTMENT OF KANSAS LADIES AUXILIARY TO THE VFW OF THE US INC,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
22236,Other,T3,Independent,C1200,Preservation,Trust,100000-499999,153321,1
22237,KIDS ENJOY EXERCISE NOW,T3,CompanySponsored,C1000,Preservation,Trust,1-99999,5000,1
22238,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
22239,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22240,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
22241,Other,T3,Independent,C2100,Preservation,Trust,0,5000,1
22242,VETERANS OF FOREIGN WARS OF THE U S AUXILIARY DEPARTMENT OF LOUISIANA,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
22243,AFRICAN-AMERICAN POSTAL LEAGUE UNITED FOR SUCCESS A-PLUS,T6,CompanySponsored,C2000,ProductDev,Association,0,5000,1
22244,Other,T3,Independent,C1200,Preservation,Trust,0,5000,1
22245,Other,T4,Independent,C3000,ProductDev,Association,1-99999,7946,1
22246,Other,T3,Independent,C2000,Preservation,Trust,1M+,1808554,0
22247,TENNESSEE ORDER OF THE EASTERN STAR,Other,CompanySponsored,C1000,ProductDev,Association,0,5000,0
22248,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22249,MILITARY ORDER OF THE WORLD WARS,T19,CompanySponsored,C1000,Preservation,Association,0,5000,0
22250,Other,T3,Independent,Other,Preservation,Trust,0,5000,1
22251,TENNESSEE ORDER OF THE EASTERN STAR,Other,CompanySponsored,C1000,ProductDev,Association,0,5000,0
22252,ZETA PHI BETA SORORITY INC,Other,Independent,C1000,ProductDev,Association,0,5000,0
22253,Other,Other,CompanySponsored,C1000,ProductDev,Trust,0,5000,1
22254,DEPT OF GEORGIA LADIES AUXILIARY TO THE VFW OF THE UNITED STATES,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
22255,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22256,Other,T4,Independent,C1000,ProductDev,Trust,0,5000,1
22257,MUSIC TEACHERS NATIONAL ASSOCIATION INC,T3,CompanySponsored,C1000,Preservation,Association,0,5000,1
22258,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22259,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22260,Other,T3,Independent,C1000,Preservation,Trust,1-99999,348511,1
22261,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22262,NATURAL MEN AND NATURAL WOMEN ORGANIZATION INC,T3,CompanySponsored,C1000,Preservation,Trust,0,5000,1
22263,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,Other,CompanySponsored,C1000,Preservation,Association,0,5000,1
22264,CHEVRON RETIREES ASSOCIATION,T4,CompanySponsored,C2000,ProductDev,Association,0,5000,1
22265,SONS OF CONFEDERATE VETERANS INC,T3,CompanySponsored,C1200,Preservation,Trust,0,5000,0
22266,Other,T3,Independent,C2000,Preservation,Trust,0,5000,1
22267,Other,T19,Independent,C1000,Preservation,Trust,0,5000,1
22268,WASHINGTON STATE UNIVERSITY,T3,CompanySponsored,C2000,Preservation,Trust,0,5000,0
22269,DEPARTMENT OF NEVADA VETERANS OF FOREIGN WARS OF THE U S INC,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
22270,VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY DEPARTMENT,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
22271,Other,T3,Independent,C1000,Preservation,Trust,0,5000,1
22272,Other,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
22273,DEPARTMENT OF KANSAS LADIES AUXILIARY TO THE VFW OF THE US INC,T19,CompanySponsored,C1000,ProductDev,Association,0,5000,0
